wiI7pd,comentarios_traducidos,polaridad,etiquetas_TB
nadie contesta a ese numero por favor cambien el numero o contraten a alguien,"No one answers that number, please change the number or hire someone.",0.0,neutro
buenas noches una cionsulta por favor,excellent service and attention,1.0,positivo
excelente servicio y atención,complies with all biosafety standards,0.0,neutro
cumple con todas las normas de bioseguridad,It is a specialty center,-0.1,negativo
es u  centro de especialidades,excellent service and first-class facilities,1.0,positivo
excelente atención y las instalaciones de primera,It includes everything and a visual tour through Google Maps,0.0,neutro
consta con todo y recorrido visual mediante google maps,excellent place north of quito,1.0,positivo
excelente lugar norte de quito,Good service and qualified staff,0.7,positivo
bien distribuido y ordenado,It's near my home,0.1,positivo
es cerca de mi vivuenda,"Good evening, a question please",0.7,positivo
buena atención y personal calificado,excellent service,1.0,positivo
excelente servicio,well distributed and organized,0.0,neutro
normal atención con es en el iess,normal attention with es in the iess,0.15,positivo
más o menos la atención,more or less attention,0.16666666666666669,positivo
es muy bueno,is very good,0.9099999999999999,positivo
divino,divine,0.0,neutro
llega a tiempo,arrive on time,0.0,neutro
como llego,I was there with my 2 year old daughter the girl had a urinary tract infection she was passing blood clots from her genitals we were there twice on Saturday and the next Sunday morning the man at the reception didn't even look he had,0.05,positivo
atención de primera,first class attention,0.25,positivo
estuve ahí con mi hija de 2 años la niña tenía una infección urinaria expulsaba coágulos de sangre de sus genitales estuvimos allí dos veces el sábado y el domingo por la mañana siguiente el hombre de recepción ni siquiera miró tenía,first class attention,0.25,positivo
pésima atenciónel sistema  atención 24 horas pero no quieren atender una emergencia a la hora de la tarde para ellos es muy fácil decir que vayan al hospital del sur cuando se vive en la marta bucaram y aveces no hay recursos para tomar un taxi,"It's a shame that the attitude of the nursing section is terrible, even though they try to help and you try to say something because you don't have time for your job, that's when they get angry and the terrible attitude appears after you try to say something.",-0.8333333333333334,negativo
pésimo servicio los funcionarios súper groseros las instalaciones deterioradas y la manera en que se manejan muy burocrática voluntariamente no volvería a ese dispensario,very small physical space needs improvement for both the members,-0.1625,negativo
lastima que la actitud de la sección enfermería es pésima aunque traten de ayudar y uno trata de decir algo porque no tiene tiempo por su trabajo  es allí  cuando se encrespan y  la pésima actitud aparezca después uno trata de decir algo,"Terrible service, super rude officials, deteriorated facilities and the way they are managed, very bureaucratic, I would not voluntarily return to that dispensary",-0.1916666666666667,negativo
lamentablemente la persona especial que atiende en ventanilla es muy poco amable casi cae en despota,"Terrible attention, the 24-hour attention system but they do not want to attend to an emergency in the afternoon. For them, it is very easy to say that they should go to the hospital in the south when they live in Marta Bucaram and sometimes there are no resources to take a taxi.",-0.1001010101010101,negativo
espacio físico muy reducido necesita mejoramiento tanto para el  para los afiliados,"a lot of paperwork to validate the maternity certificates, they send you to change them every moment",0.0,neutro
mucho trámite para validar los certificados de maternidad te mandan a cambiar a cada momento,"Unfortunately, the special person who attends the window is very unfriendly, almost falling into a despot.",0.019047619047619053,positivo
excelente atención el médico familiar es un excelente médico,good care but they don't have all the medications,0.7,positivo
atención buena pero no tienen todos los  medicamentos,excellent care the family doctor is an excellent doctor,1.0,positivo
el número está mal,the number is wrong,-0.5,negativo
centro de servicios médicos del iess,IESS medical services center,-0.05,negativo
atención oportuna pero lenta,timely but slow attention,-0.30000000000000004,negativo
hospital de atención a afiliados del iess en el sur de quito,care hospital for IESS members in the south of Quito,0.0,neutro
centro de atención médica del iess,"Best regards dear Srs Iess please indicate what happened with the South Western specialty center that is closed and there is no attention and what can be done with laboratory appointments and medical appointments, especially for elderly people and people with mobility difficulties, thank you",0.13333333333333333,positivo
mucha gente,IESS health care center,-0.1,negativo
saludos cordiales estimados srs iess favor indicar que paso con el centro de especialidades sur occidental que esta cerrado y no hay atención y que se puede hacer con las citas para laboratorio y citas medicas sobre todo para personas ancianas y con difícultad para la movilidad gracias,"Terrible attention, especially in the admission area, where they receive patient requests from 8:00 a.m. to 9:00 a.m. and the doctor only sends the request at 9:30 a.m. and they do not take into account the time and how far it is to travel from the north of the city.",-0.225,negativo
