wiI7pd,comentarios_traducidos,clasificacion
la atencíon en el dispensario central del iess es muy buena sobre todo en el area de pacientes cronicos pero en este momento me encuentro con problemas en mi corazón tengo una cita  en la clinica de cronicos para el día 15 de agosto del,"What's more, they make us wait for the pediatrician to say there is no medicine outside of one's pocket. Meanwhile, every month they deduct contributions from our salaries, the money, terrible service.",negativo
es el mejor hospital siempre mi mamá me ha llevado a este hospital yo tengo rinitis y sinusitis y siempre me daba mis alergias y me enfermava muy seguido entonces mi mamá me llevava allí y lo mejor esque me atendían de inmediato siquiera,hours of waiting so that in the end not even an emergency doctor attends and the rude guards,negativo
es fatal  con este dispensario nadie contesta tienen el número de la operadora q es es el 0 q supuestamente ahí le atiende una tal srta monica vallejo pero nunca esta a ninguna hora no se para q tienen gente trabajando ahí ganando un sueldo en vano ya q nunca contestan ni dan un buen servicio,"The attention was quick, I hope it always will be like this",positivo
más lo que hacen esperar para que el médico pediatra diga no hay medicina  afuera de bolsillo de uno mientras tanto cada mes nos descuentan de nuestros salarios las aportaciones el dinero pésimo servicio,The general doctor for the elderly was excellent but there was no medicine for cholesterol,positivo
horas de espera para que a la final no atiendan ni un doctor en emergencia y los guardias groseros,"In cases where you have a turn with this Mrs. Rosa Sotamba, it is better that you change shifts or have them treated separately. I hope she doesn't have daughters or nieces.
person because with the same they will be paid even worse",positivo
fue rápida la atención ojalá siempre sea así,"I have been trying for 4 days and they never answer, they always say they are busy
Today, when we are in a health emergency, this happens. What will happen when everything is",positivo
no  contestan el telefono hay un solo numero y estoy que llamo y nada se va a una grabadora es el colmo  mal servicio no se puede averiguar sobre turnos dados o cualquier consulta  mejoren el servicio de atencion al publico estamos mal asi,"Yes, there is good care, the bad thing is that there is an excess of patients. The mother arrives with her 5 children for care and it is total chaos.",positivo
"en casos que tengan turno con esta sra rosa sotamba p es mejor que cambien de turno o hagacen tratar aparte ojala no tenga hijas o sobrinas esta
persona porque con lo mismo sera pagada asta peor","In terms of cleanliness and safety of the facilities, they are very good. What is annoying is the delay in customer service. Otherwise, it is acceptable.",positivo
en cuestión a limpieza y seguridad de sus instalaciones muy buenas lo que molesta es la tardanza en la atención al usuario  por lo demás es aceptable,many people for medical appointments for certificates bring original and copy of the doctor's certificate and after validating it must be downloaded,positivo
mucha gente para citas medicas para certificados llevar original y copia del certificado del medico y luego de validar se debe descargar,lack of more information and better patient care,positivo
falta más información y mejor atención hacia el paciente,"The terrible service in certificate validation does not help you, it only creates obstacles. The person who is supposed to review the certificates before entering has no knowledge of what should be done and to make matters worse, they lack education.",negativo
la atención pésima en validación de certificado no te ayudan solo ponen trabas la persona que se supone revisa los certificados antes de ingresar no tiene conocimiento de lo que se debe hacer y para colmo les hace falta educación,It seems to me that the IESS service has improved but what is missing is medication since there is only ibuprofen and paracetamol,negativo
me parece que el servicio del iess a mejorado pero lo que si falta es medicaciòn ya que solo hay ibuprofeno y paracetamol,"the historic center and in a restored heritage building where the former pension fund operated and later the Monte de Piedad, the IESS day hospital is established in the center of Quito where its",negativo
el pleno centro histórico y en un restaurado edificio de carácter patrimonial donde funcionaba la excaja de pensiones y posteriormente  el monte de piedad se establece el hospital del día del iess en el centro de quito donde su,They don't answer the phone. There is only one number and I keep calling and nothing goes to a recorder. It's the worst. Bad service. You can't find out about appointments or any questions. Please improve customer service. We are in bad shape like this.,negativo
