wiI7pd,comentarios_traducidos
fue rápida la atención ojalá siempre sea así,"The attention was quick, I hope it always will be like this"
no  contestan el telefono hay un solo numero y estoy que llamo y nada se va a una grabadora es el colmo  mal servicio no se puede averiguar sobre turnos dados o cualquier consulta  mejoren el servicio de atencion al publico estamos mal asi,"In cases where you have a turn with this Mrs. Rosa Sotamba, it is better that you change shifts or have them treated separately. I hope she doesn't have daughters or nieces.
person because with the same they will be paid even worse"
"en casos que tengan turno con esta sra rosa sotamba p es mejor que cambien de turno o hagacen tratar aparte ojala no tenga hijas o sobrinas esta
persona porque con lo mismo sera pagada asta peor",many people for medical appointments for certificates bring original and copy of the doctor's certificate and after validating it must be downloaded
en cuestión a limpieza y seguridad de sus instalaciones muy buenas lo que molesta es la tardanza en la atención al usuario  por lo demás es aceptable,lack of more information and better patient care
mucha gente para citas medicas para certificados llevar original y copia del certificado del medico y luego de validar se debe descargar,It seems to me that the IESS service has improved but what is missing is medication since there is only ibuprofen and paracetamol
falta más información y mejor atención hacia el paciente,"The terrible service in certificate validation does not help you, it only creates obstacles. The person who is supposed to review the certificates before entering has no knowledge of what should be done and to make matters worse, they lack education."
la atención pésima en validación de certificado no te ayudan solo ponen trabas la persona que se supone revisa los certificados antes de ingresar no tiene conocimiento de lo que se debe hacer y para colmo les hace falta educación,"Terrible, they change the appointments to their liking and whim and you already find out when you get to the site, bad, very bad, I would say that it definitely doesn't work"
me parece que el servicio del iess a mejorado pero lo que si falta es medicaciòn ya que solo hay ibuprofeno y paracetamol,"They don't answer the phone, there is only one number and I call and nothing goes to a recorder, it's the last straw, bad service, you can't find out about given shifts or any questions, improve customer service, we're bad like this."
el pleno centro histórico y en un restaurado edificio de carácter patrimonial donde funcionaba la excaja de pensiones y posteriormente  el monte de piedad se establece el hospital del día del iess en el centro de quito donde su,"There are no shifts, the customer service staff who are unwilling to serve are elderly people who do not know how to give instructions."
pésimo cambian las citas a su gusto y antojo y uno se entera ya cuando llega al sitio  mal muy mal  diría que  definitivamente no sirve,"good experience without unnecessary delays, they treated me well"
no hay turnos el personal de atención al cliente sin voluntad de atender son personas de mayores que no saben dar una instrucción,"Regarding the cleanliness and safety of the facilities, they are very good. What is annoying is the delay in customer service. Otherwise, it is acceptable."
buena experiencia sin demoras innecesarias me atendieron de buena manera,"emergency care slow, pharmacy underserved, I've been in emergency for 4 hours"
lenta la atención por emergencia desavastecida la farmaciaya llevo 4 horas en emergencia,"excellent treatment from Dr. Ventura, everything very clean and with extreme care so that there are no infections"
excelente trato de la doctora ventura muy limpio todo y con extremo cuidado para que no haya contagios,"In the historic center and in a restored heritage building where the former pension fund and later the Monte de Piedad used to operate, the IESS day hospital is established in the center of Quito where its"
muy buena atención es importante llegar media hora antes del turno para la preparación y así evitar problemas si llegas tarde no te quejes,"very good service, it is important to arrive half an hour before the shift for preparation and thus avoid problems if you arrive late, do not complain"
