wiI7pd,comentarios_traducidos
fila para todo el lugar se encuentra limpio se debe ir con 40 minutos de anticipación  para la fila de signos vitales y evitar perder la cita asignada,"Row for the whole place is clean, you must go 40 minutes in advance for the row of vital signs and avoid losing the assigned appointment"
acudí al triaje por un dolor abdominal  tardaron media hora en tomarme los signos vitales cuando lo hicieron un sr apellido simbaña me dijo que tenía que ir a la emergencia del hcam porque aquí no podía resolver mi malestar por cierto,"I went to the triage for abdominal pain, it took half an hour to take the vital signs when they did a surname Simbaña told me that I had to go to the emergency of HCAM because here I could not solve my discomfort by the way"
es el peor lugar que e podido asistir son de lo peor que puede ver en la historia del mundo una atención de última pésimo personal,It is the worst place that I could assist are the worst that can see in the history of the world a personal personal attention
la peor atención para mi hija  fuimos por una emergencia y tuvimos que esperar 5 horas para que la atiendan  aparte de que una sola persona estaba atendiendo a los niños y  llegaban muchas personas y los atendían enseguida pero para la,The worst attention for my daughter went for an emergency and we had to wait 5 hours to attend her apart from the fact that a single person was attending the children and many people arrived and attended them right away but for the
iess cotocollao una atención muy rápida muy ágil y sobre todo las personas de atención al usuario son respetuosos y muy rápidos un excelente servicio,IESS Cotocollao A very agile very rapid attention and above all people of user service are respectful and very fast an excellent service
muy limpio ordenado todos muy amables prestos a ayudar,very clean ordered all very friendly ready to help
atención muy demorada en emergencias los médicos pasan fuull ocupados pero son muy buenos el personal son muy amables,Very delayed attention in emergencies doctors pass by fuull occupied but they are very good the staff are very friendly
"mi experiencia aquí siempre ha sido buena
hasta por emergencia han sabido solventar rápido las necesidades del paciente","My experience here has always been good
Even for emergency they have known how to solve the patient's needs"
mala atención había una fila enorme para ingresar,Bad attention was a huge row to enter
cero estrela en emergencia el triaje solo hay una persona que atiende a medio tiempo se requiere más atención más de una hora esperando y seguir esperando ni los signos vitales toman hay que agonizar para que le tomen importancia,zero streams in emergency the triage There is only one person who attends half a while more than an hour waiting for and continuing to wait nor the vital signs take to be agonized to take importance
la atención horrible espera de más de 5 horas para ser atendido,Horrible attention expects more than 5 hours to be treated
"pésima atención la consulta dura 3 minutos y les mandan a todos paracetamol y loratadina
yo no toleraba el dolor y oh sorpresa me han mandado una ampolla que ni el","lousy attention the consultation lasts 3 minutes and sent to all Paracetamol and Loratadina
I did not tolerate the pain and oh surprise they have sent me a blister that not even the"
atención pésima en cuánto a información y nunca contestan al número telefónico,lousy attention to information and never answer the telephone number
"buena atención lugar muy limpio
amplio baños limpios","good attention very clean place
Wide clean bathrooms"
"pésimo servicio
médicos sin empatia tienen a adultos de la tercera edad haciendo fila en farmacia cuando ya no pueden ni sostenerse en pie","terrible service
Doctors without empathia have adults of the elderly standing in pharmacy when they can no longer hold on foot"
